"from" "to"
"394" 90 225
"395" 214 225
"396" 27 226
"397" 44 226
"398" 83 226
"399" 185 226
"400" 110 227
"401" 168 227
"402" 179 227
"403" 149 228
"404" 166 228
"405" 202 228
"406" 205 228
"407" 40 229
"408" 172 229
"409" 28 230
"410" 86 230
"411" 130 230
"412" 125 231
"413" 27 232
"414" 49 232
"415" 79 232
"416" 131 232
"417" 139 232
"418" 176 232
"419" 220 232
"420" 85 233
"421" 100 233
"422" 145 233
"423" 24 234
"424" 48 234
"425" 90 234
"426" 124 234
"427" 165 234
"428" 175 234
"429" 190 234
"430" 203 234
"431" 19 235
"432" 34 235
"433" 40 235
"434" 62 235
"435" 220 235
"436" 18 236
"437" 70 236
"438" 158 236
"439" 195 236
"440" 198 236
"441" 205 236
"442" 210 236
"443" 231 236
"444" 110 237
"445" 178 237
"446" 185 237
"447" 52 238
"448" 78 238
"449" 96 238
"450" 4 239
"451" 24 239
"452" 113 239
"453" 68 240
"454" 83 240
"455" 95 240
"456" 151 240
"457" 45 241
"458" 84 241
"459" 207 241
"460" 232 241
"461" 35 242
"462" 119 242
"463" 28 243
"464" 129 243
"465" 163 243
"466" 182 243
"467" 15 244
"468" 65 244
"469" 15 245
"470" 34 245
"471" 76 245
"472" 114 245
"473" 205 245
"474" 210 245
"475" 39 246
"476" 94 246
"477" 113 246
"478" 21 247
"479" 86 247
"480" 97 247
"481" 118 247
"482" 176 247
"483" 214 247
"484" 21 248
"485" 39 248
"486" 199 248
"487" 217 248
"488" 40 249
"489" 63 249
"490" 168 249
"491" 50 250
"492" 174 250
"493" 238 250
"494" 1 251
"495" 22 251
"496" 121 251
"497" 85 252
"498" 100 252
"499" 110 252
"500" 128 252
"501" 177 252
"502" 245 252
"503" 5 253
"504" 23 253
"505" 169 253
"506" 170 253
"507" 171 253
"508" 179 253
"509" 236 253
"510" 206 254
"511" 17 255
"512" 25 255
"513" 82 255
"514" 233 255
"515" 18 256
"516" 19 256
"517" 86 256
"518" 105 256
"519" 203 256
"520" 214 256
"521" 47 257
"522" 80 257
"523" 88 257
"524" 130 257
"525" 134 257
"526" 148 257
"527" 175 257
"528" 55 259
"529" 98 259
"530" 163 259
"531" 170 259
"532" 211 259
"533" 241 259
"534" 43 260
"535" 217 260
"536" 249 260
"537" 259 260
"538" 188 261
"539" 23 262
"540" 36 262
"541" 59 262
"542" 75 262
"543" 89 262
"544" 117 262
"545" 121 262
"546" 156 262
"547" 204 262
"548" 226 263
"549" 239 263
"550" 249 263
"551" 157 264
"552" 232 264
"553" 20 265
"554" 69 265
"555" 112 265
"556" 163 265
"557" 209 265
"558" 254 265
"559" 112 266
"560" 145 266
"561" 244 266
"562" 109 267
"563" 202 267
"564" 76 268
"565" 159 268
"566" 128 269
"567" 230 269
"568" 231 269
"569" 252 269
"570" 51 270
"571" 69 270
"572" 184 270
"573" 201 270
"574" 243 270
"575" 62 271
"576" 76 271
"577" 119 271
"578" 125 271
"579" 216 271
"580" 2 272
"581" 77 272
"582" 182 272
"583" 191 272
"584" 210 272
"585" 234 272
"586" 263 272
"587" 42 273
"588" 80 273
"589" 90 273
"590" 124 273
"591" 171 273
"592" 204 273
"593" 234 273
"594" 25 274
"595" 78 274
"596" 111 274
"597" 144 274
"598" 155 274
"599" 221 274
"600" 224 274
"601" 89 275
"602" 115 275
"603" 149 275
"604" 185 275
"605" 209 276
"606" 239 276
"607" 262 276
"608" 133 277
"609" 152 277
"610" 111 278
"611" 129 278
"612" 157 278
"613" 215 278
"614" 24 279
"615" 26 279
"616" 121 279
"617" 214 279
"618" 267 279
"619" 22 280
"620" 64 280
"621" 85 280
"622" 107 280
"623" 129 280
"624" 137 280
"625" 163 280
"626" 171 280
"627" 221 280
"628" 16 281
"629" 163 281
"630" 210 281
"631" 244 281
"632" 26 282
"633" 88 282
"634" 163 282
"635" 76 283
"636" 122 283
"637" 235 283
"638" 242 283
"639" 257 283
"640" 260 283
"641" 277 283
"642" 58 285
"643" 65 285
"644" 71 285
"645" 127 285
"646" 129 285
"647" 196 285
"648" 46 286
"649" 57 286
"650" 71 286
"651" 88 286
"652" 100 286
"653" 127 286
"654" 134 286
"655" 218 286
"656" 96 287
"657" 208 287
"658" 224 287
"659" 98 288
"660" 120 288
"661" 125 288
"662" 146 289
"663" 212 289
"664" 251 289
"665" 274 289
"666" 75 290
"667" 215 290
"668" 219 290
"669" 254 290
"670" 12 291
"671" 79 291
"672" 126 291
"673" 128 291
"674" 207 291
"675" 216 291
"676" 237 291
"677" 263 291
"678" 41 292
"679" 114 292
"680" 213 292
"681" 285 292
"682" 64 293
"683" 258 293
"684" 25 294
"685" 229 294
"686" 26 295
"687" 174 295
"688" 266 295
"689" 277 295
"690" 14 296
"691" 142 296
"692" 166 296
"693" 253 296
"694" 83 297
"695" 57 298
"696" 74 298
"697" 123 298
"698" 126 298
"699" 178 298
"700" 236 298
"701" 252 298
"702" 294 298
"703" 15 299
"704" 61 299
"705" 106 299
"706" 228 299
"707" 62 300
"708" 65 300
"709" 73 300
"710" 212 300
"711" 214 300
"712" 279 300
"713" 63 301
"714" 172 301
"715" 269 301
"716" 46 302
"717" 160 302
"718" 266 302
"719" 271 302
"720" 44 303
"721" 133 303
"722" 202 303
"723" 232 303
"724" 53 304
"725" 69 304
"726" 111 304
"727" 177 304
"728" 228 304
"729" 60 305
"730" 77 305
"731" 177 305
"732" 195 305
"733" 206 305
"734" 3 306
"735" 9 306
"736" 57 306
"737" 105 306
"738" 152 306
"739" 159 306
"740" 184 306
"741" 234 306
"742" 261 306
"743" 285 306
"744" 291 306
"745" 71 307
"746" 138 307
"747" 181 307
"748" 268 308
"749" 290 308
"750" 125 309
"751" 136 309
"752" 295 309
"753" 3 310
"754" 36 310
"755" 49 310
"756" 77 310
"757" 123 310
"758" 222 310
"759" 244 310
"760" 251 310
"761" 257 310
"762" 299 310
"763" 22 311
"764" 50 311
"765" 57 311
"766" 160 311
"767" 222 311
"768" 231 311
"769" 294 311
"770" 115 312
"771" 187 312
"772" 274 312
"773" 15 313
"774" 46 313
"775" 126 313
"776" 145 313
"777" 247 313
"778" 287 313
"779" 312 313
"780" 83 314
"781" 242 314
"782" 270 314
"783" 312 314
"784" 6 315
"785" 84 315
"786" 232 315
"787" 300 315
"788" 304 315
"789" 2 316
"790" 13 316
"791" 21 316
"792" 210 316
"793" 247 316
"794" 279 316
"795" 18 317
"796" 20 317
"797" 32 317
"798" 48 317
"799" 60 317
"800" 115 317
"801" 270 317
"802" 297 317
"803" 1 318
"804" 23 318
"805" 86 318
"806" 131 318
"807" 199 318
"808" 277 318
"809" 74 319
"810" 83 319
"811" 156 319
"812" 179 319
"813" 251 319
"814" 290 319
"815" 303 319
"816" 50 320
"817" 127 320
"818" 150 320
"819" 158 320
"820" 266 320
"821" 318 320
"822" 42 321
"823" 170 321
"824" 193 321
"825" 274 321
"826" 304 321
"827" 35 322
"828" 95 322
"829" 173 322
"830" 206 322
"831" 295 322
"832" 5 323
"833" 119 323
"834" 157 323
"835" 276 323
"836" 284 323
"837" 303 323
"838" 23 324
"839" 120 324
"840" 165 324
"841" 196 324
"842" 301 324
"843" 38 325
"844" 113 325
"845" 134 325
"846" 144 325
"847" 146 325
"848" 252 325
"849" 290 325
"850" 313 325
"851" 52 326
"852" 199 326
"853" 245 326
"854" 247 326
"855" 252 326
"856" 94 327
"857" 135 327
"858" 147 327
"859" 44 328
"860" 55 329
"861" 66 329
"862" 106 329
"863" 110 329
"864" 178 329
"865" 192 329
"866" 226 329
"867" 292 329
"868" 296 329
"869" 26 330
"870" 107 330
"871" 117 330
"872" 193 330
"873" 223 330
"874" 242 330
"875" 45 331
"876" 206 331
"877" 211 331
"878" 319 331
"879" 105 332
"880" 173 332
"881" 217 332
"882" 248 332
"883" 253 332
"884" 257 332
"885" 2 333
"886" 8 333
"887" 71 333
"888" 82 333
"889" 130 333
"890" 101 334
"891" 106 334
"892" 154 334
"893" 269 334
"894" 308 334
"895" 332 334
"896" 87 335
"897" 90 335
"898" 132 335
"899" 217 335
"900" 271 335
"901" 51 336
"902" 116 336
"903" 22 337
"904" 99 337
"905" 118 337
"906" 163 337
"907" 187 337
"908" 217 337
"909" 222 337
"910" 237 337
"911" 241 337
"912" 252 337
"913" 303 337
"914" 326 337
"915" 70 338
"916" 125 338
"917" 209 338
"918" 290 338
"919" 160 339
"920" 267 339
"921" 277 339
"922" 289 339
"923" 271 340
"924" 280 340
"925" 324 340
"926" 334 340
"927" 40 341
"928" 102 341
"929" 133 342
"930" 160 342
"931" 30 343
"932" 68 343
"933" 99 343
"934" 167 343
"935" 194 343
"936" 244 343
"937" 307 343
"938" 92 344
"939" 114 344
"940" 301 344
"941" 17 345
"942" 52 345
"943" 62 345
"944" 90 345
"945" 137 345
"946" 164 345
"947" 188 345
"948" 228 345
"949" 109 346
"950" 203 346
"951" 213 346
"952" 235 346
"953" 28 347
"954" 46 347
"955" 49 347
"956" 51 347
"957" 146 347
"958" 171 347
"959" 202 347
"960" 205 347
"961" 212 347
"962" 220 347
"963" 221 347
"964" 276 347
"965" 329 347
"966" 29 348
"967" 103 348
"968" 186 348
"969" 196 348
"970" 219 348
"971" 40 349
"972" 82 349
"973" 88 349
"974" 171 349
"975" 182 349
"976" 196 349
"977" 228 349
"978" 240 349
"979" 254 349
"980" 325 349
"981" 34 350
"982" 45 350
"983" 173 350
"984" 217 350
"985" 1 351
"986" 18 351
"987" 38 351
"988" 41 351
"989" 167 351
"990" 180 351
"991" 226 351
"992" 25 352
"993" 166 352
"994" 199 352
"995" 202 352
"996" 224 352
"997" 337 352
"998" 28 353
"999" 68 353
"1000" 125 353
"1001" 134 353
"1002" 217 353
"1003" 329 353
"1004" 21 354
"1005" 23 354
"1006" 134 354
"1007" 183 354
"1008" 250 354
"1009" 20 355
"1010" 39 355
"1011" 157 355
"1012" 186 355
"1013" 245 355
"1014" 259 355
"1015" 261 355
"1016" 86 356
"1017" 273 356
"1018" 308 356
"1019" 355 356
"1020" 2 357
"1021" 32 357
"1022" 47 357
"1023" 67 357
"1024" 219 357
"1025" 266 357
"1026" 269 357
"1027" 342 357
"1028" 37 358
"1029" 124 358
"1030" 176 358
"1031" 227 358
"1032" 270 358
"1033" 328 358
"1034" 15 359
"1035" 23 359
"1036" 87 359
"1037" 92 359
"1038" 167 359
"1039" 254 359
"1040" 295 359
"1041" 324 359
"1042" 330 359
"1043" 332 359
"1044" 165 360
"1045" 203 360
"1046" 234 360
"1047" 302 360
"1048" 310 360
"1049" 102 361
"1050" 119 361
"1051" 157 361
"1052" 304 361
"1053" 360 361
"1054" 43 362
"1055" 222 362
"1056" 244 362
"1057" 10 363
"1058" 85 363
"1059" 329 363
"1060" 330 363
"1061" 199 364
"1062" 32 365
"1063" 42 365
"1064" 150 365
"1065" 170 365
"1066" 207 365
"1067" 68 366
"1068" 119 366
"1069" 213 366
"1070" 258 366
"1071" 329 366
"1072" 352 366
"1073" 51 367
"1074" 67 367
"1075" 104 367
"1076" 112 367
"1077" 233 367
"1078" 332 367
"1079" 130 368
"1080" 239 368
"1081" 256 368
"1082" 272 368
"1083" 316 368
"1084" 354 368
"1085" 187 369
"1086" 192 369
"1087" 260 369
"1088" 270 369
"1089" 3 370
"1090" 29 370
"1091" 37 370
"1092" 96 370
"1093" 98 370
"1094" 159 370
"1095" 260 370
"1096" 273 370
"1097" 5 371
"1098" 93 371
"1099" 139 371
"1100" 192 371
"1101" 352 371
"1102" 43 372
"1103" 110 372
"1104" 268 372
"1105" 347 372
"1106" 20 373
"1107" 61 373
"1108" 219 373
"1109" 274 373
"1110" 341 373
"1111" 19 374
"1112" 20 374
"1113" 26 374
"1114" 205 374
"1115" 238 374
"1116" 287 374
"1117" 327 374
"1118" 373 374
"1119" 17 375
"1120" 50 375
"1121" 75 375
"1122" 163 375
"1123" 186 375
"1124" 212 375
"1125" 247 375
"1126" 263 375
"1127" 297 375
"1128" 309 375
"1129" 362 375
"1130" 72 376
"1131" 90 376
"1132" 102 376
"1133" 132 376
"1134" 37 377
"1135" 38 377
"1136" 58 377
"1137" 202 377
"1138" 242 377
"1139" 292 377
"1140" 365 377
"1141" 376 377
"1142" 34 378
"1143" 43 378
"1144" 356 378
"1145" 30 379
"1146" 75 379
"1147" 85 379
"1148" 122 379
"1149" 202 379
"1150" 215 379
"1151" 232 379
"1152" 270 379
"1153" 337 379
"1154" 25 380
"1155" 51 380
"1156" 223 380
"1157" 267 380
"1158" 299 380
"1159" 343 380
"1160" 345 380
"1161" 86 381
"1162" 92 381
"1163" 144 381
"1164" 146 381
"1165" 156 381
"1166" 241 381
"1167" 246 381
"1168" 253 381
"1169" 258 381
"1170" 298 381
"1171" 32 382
"1172" 339 382
"1173" 56 383
"1174" 173 383
"1175" 41 384
"1176" 294 384
"1177" 348 384
"1178" 15 385
"1179" 370 385
"1180" 36 387
"1181" 95 387
"1182" 97 387
"1183" 124 387
"1184" 134 387
"1185" 140 387
"1186" 214 387
"1187" 280 387
"1188" 381 387
"1189" 16 388
"1190" 73 388
"1191" 85 388
"1192" 129 388
"1193" 198 388
"1194" 238 388
"1195" 241 388
"1196" 25 389
"1197" 32 389
"1198" 53 389
"1199" 57 389
"1200" 119 389
"1201" 186 389
"1202" 204 389
"1203" 225 389
"1204" 241 389
"1205" 283 389
"1206" 339 389
"1207" 13 390
"1208" 184 390
"1209" 255 390
"1210" 337 390
"1211" 343 390
"1212" 345 390
"1213" 366 390
"1214" 115 391
"1215" 281 391
"1216" 4 392
"1217" 36 392
"1218" 222 392
"1219" 30 393
"1220" 121 393
"1221" 143 393
"1222" 151 393
"1223" 186 393
"1224" 189 393
"1225" 311 393
"1226" 330 393
"1227" 340 393
"1228" 4 394
"1229" 38 394
"1230" 142 394
"1231" 156 394
"1232" 237 394
"1233" 260 394
"1234" 303 394
"1235" 316 394
"1236" 369 394
"1237" 15 395
"1238" 46 395
"1239" 138 395
"1240" 176 395
"1241" 211 395
"1242" 343 395
"1243" 357 395
"1244" 15 396
"1245" 88 396
"1246" 161 396
"1247" 174 396
"1248" 251 396
"1249" 342 396
"1250" 361 396
"1251" 395 396
"1252" 85 397
"1253" 288 397
"1254" 114 398
"1255" 216 398
"1256" 291 398
"1257" 363 398
"1258" 9 399
"1259" 26 399
"1260" 151 399
"1261" 176 399
"1262" 210 399
"1263" 257 399
"1264" 277 399
"1265" 304 399
"1266" 326 399
"1267" 141 400
"1268" 173 400
"1269" 267 400
"1270" 312 400
"1271" 325 400
"1272" 346 400
"1273" 105 401
"1274" 155 401
"1275" 188 401
"1276" 211 401
"1277" 256 401
"1278" 355 401
"1279" 158 402
"1280" 194 402
"1281" 332 402
"1282" 62 403
"1283" 65 403
"1284" 147 403
"1285" 189 403
"1286" 233 403
"1287" 290 403
"1288" 294 403
"1289" 296 403
"1290" 361 403
"1291" 158 404
"1292" 200 404
"1293" 245 404
"1294" 343 404
"1295" 396 404
"1296" 25 405
"1297" 204 405
"1298" 263 405
"1299" 335 405
"1300" 372 405
"1301" 387 405
"1302" 390 405
"1303" 85 406
"1304" 112 406
"1305" 155 406
"1306" 222 406
"1307" 233 406
"1308" 288 406
"1309" 313 406
"1310" 314 406
"1311" 400 406
"1312" 47 407
"1313" 58 407
"1314" 101 407
"1315" 144 407
"1316" 264 407
"1317" 379 407
"1318" 25 408
"1319" 53 408
"1320" 57 408
"1321" 256 408
"1322" 294 408
"1323" 357 408
"1324" 91 409
"1325" 147 409
"1326" 194 409
"1327" 133 410
"1328" 142 410
"1329" 193 410
"1330" 204 410
"1331" 220 410
"1332" 254 410
"1333" 358 410
"1334" 361 410
"1335" 112 411
"1336" 219 411
"1337" 315 411
"1338" 409 411
"1339" 24 412
"1340" 42 412
"1341" 44 412
"1342" 53 412
"1343" 108 412
"1344" 110 412
"1345" 203 412
"1346" 337 412
"1347" 376 412
"1348" 51 413
"1349" 68 413
"1350" 80 413
"1351" 119 413
"1352" 141 413
"1353" 197 413
"1354" 231 413
"1355" 249 413
"1356" 315 413
"1357" 36 414
"1358" 41 414
"1359" 57 414
"1360" 66 414
"1361" 161 414
"1362" 181 414
"1363" 242 414
"1364" 250 414
"1365" 289 414
"1366" 326 414
"1367" 350 414
"1368" 359 414
"1369" 406 414
"1370" 52 415
"1371" 71 415
"1372" 157 415
"1373" 299 415
"1374" 305 415
"1375" 308 415
"1376" 336 415
"1377" 368 415
"1378" 393 415
"1379" 31 416
"1380" 95 416
"1381" 101 416
"1382" 147 416
"1383" 249 416
"1384" 9 417
"1385" 39 417
"1386" 75 417
"1387" 137 417
"1388" 156 417
"1389" 244 417
"1390" 280 417
"1391" 313 417
"1392" 383 417
"1393" 390 417
"1394" 405 417
"1395" 23 418
"1396" 47 418
"1397" 71 418
"1398" 171 418
"1399" 173 418
"1400" 357 418
"1401" 395 418
"1402" 12 419
"1403" 91 419
"1404" 206 419
"1405" 233 419
"1406" 260 419
"1407" 311 419
"1408" 332 419
"1409" 335 419
"1410" 11 420
"1411" 36 420
"1412" 85 420
"1413" 149 420
"1414" 240 420
"1415" 322 420
"1416" 345 420
"1417" 419 420
"1418" 134 421
"1419" 157 421
"1420" 158 421
"1421" 232 421
"1422" 267 421
"1423" 276 421
"1424" 419 421
"1425" 420 421
"1426" 368 422
"1427" 120 423
"1428" 348 423
"1429" 388 423
"1430" 389 423
"1431" 55 424
"1432" 111 424
"1433" 146 424
"1434" 218 424
"1435" 223 424
"1436" 294 424
"1437" 366 424
"1438" 2 425
"1439" 26 425
"1440" 70 425
"1441" 135 425
"1442" 371 425
"1443" 423 425
"1444" 70 426
"1445" 155 426
"1446" 299 426
"1447" 103 427
"1448" 251 427
"1449" 382 427
"1450" 141 428
"1451" 159 428
"1452" 168 428
"1453" 208 428
"1454" 290 428
"1455" 303 428
"1456" 390 428
"1457" 418 428
"1458" 87 429
"1459" 142 429
"1460" 180 429
"1461" 189 429
"1462" 219 429
"1463" 268 429
"1464" 299 429
"1465" 352 429
"1466" 387 429
"1467" 392 429
"1468" 405 429
"1469" 22 430
"1470" 69 430
"1471" 162 430
"1472" 325 430
"1473" 362 430
"1474" 378 430
"1475" 17 431
"1476" 63 431
"1477" 143 431
"1478" 166 431
"1479" 265 431
"1480" 276 431
"1481" 356 431
"1482" 388 431
"1483" 423 431
"1484" 46 432
"1485" 156 432
"1486" 178 432
"1487" 195 432
"1488" 266 432
"1489" 27 433
"1490" 33 433
"1491" 54 433
"1492" 77 433
"1493" 107 433
"1494" 161 433
"1495" 297 433
"1496" 431 433
"1497" 240 434
"1498" 279 434
"1499" 282 434
"1500" 360 434
"1501" 391 434
"1502" 421 434
"1503" 40 435
"1504" 126 435
"1505" 148 435
"1506" 228 435
"1507" 241 435
"1508" 257 435
"1509" 280 435
"1510" 323 435
"1511" 375 435
"1512" 388 435
"1513" 17 436
"1514" 33 436
"1515" 113 436
"1516" 115 436
"1517" 123 436
"1518" 232 436
"1519" 240 436
"1520" 254 436
"1521" 293 436
"1522" 301 436
"1523" 392 436
"1524" 15 437
"1525" 34 437
"1526" 44 437
"1527" 66 437
"1528" 169 437
"1529" 199 437
"1530" 208 437
"1531" 149 438
"1532" 213 438
"1533" 246 438
"1534" 308 438
"1535" 316 438
"1536" 323 438
"1537" 332 438
"1538" 339 438
"1539" 361 438
"1540" 364 438
"1541" 385 438
"1542" 387 438
"1543" 64 439
"1544" 95 439
"1545" 108 439
"1546" 265 439
"1547" 376 439
"1548" 17 440
"1549" 78 440
"1550" 154 440
"1551" 215 440
"1552" 256 440
"1553" 295 440
"1554" 305 440
"1555" 360 440
"1556" 396 440
"1557" 34 441
"1558" 43 441
"1559" 199 441
"1560" 282 441
"1561" 337 441
"1562" 383 441
"1563" 16 442
"1564" 20 442
"1565" 28 442
"1566" 136 442
"1567" 225 442
"1568" 247 442
"1569" 294 442
"1570" 318 442
"1571" 329 442
"1572" 351 442
"1573" 361 442
"1574" 375 442
"1575" 67 443
"1576" 92 443
"1577" 127 443
"1578" 194 443
"1579" 231 443
"1580" 33 444
"1581" 105 444
"1582" 107 444
"1583" 111 444
"1584" 195 444
"1585" 214 444
"1586" 233 444
"1587" 280 444
"1588" 303 444
"1589" 370 444
"1590" 381 444
"1591" 33 445
"1592" 84 445
"1593" 239 445
"1594" 286 445
"1595" 304 445
"1596" 141 446
"1597" 142 446
"1598" 237 446
"1599" 254 446
"1600" 369 446
"1601" 427 446
"1602" 440 446
"1603" 107 447
"1604" 156 447
"1605" 169 447
"1606" 179 447
"1607" 64 448
"1608" 95 448
"1609" 120 448
"1610" 258 448
"1611" 272 448
"1612" 286 448
"1613" 336 448
"1614" 42 449
"1615" 72 449
"1616" 81 449
"1617" 168 449
"1618" 175 449
"1619" 256 449
"1620" 261 449
"1621" 272 449
"1622" 361 449
"1623" 380 449
"1624" 419 449
"1625" 421 449
"1626" 28 450
"1627" 81 450
"1628" 268 450
"1629" 311 450
"1630" 331 450
"1631" 401 450
"1632" 6 451
"1633" 9 451
"1634" 121 451
"1635" 226 451
"1636" 379 451
"1637" 450 451
"1638" 3 452
"1639" 57 452
"1640" 133 452
"1641" 135 452
"1642" 235 452
"1643" 245 452
"1644" 310 452
"1645" 344 452
"1646" 57 453
"1647" 164 453
"1648" 343 453
"1649" 429 453
"1650" 452 453
"1651" 27 454
"1652" 28 454
"1653" 36 454
"1654" 203 454
"1655" 235 454
"1656" 370 454
"1657" 41 455
"1658" 52 455
"1659" 97 455
"1660" 158 455
"1661" 198 455
"1662" 360 455
"1663" 64 456
"1664" 80 456
"1665" 179 456
